team,extra_point,extra_point_def,field_goal,field_goal_def,kickoff,kickoff_def,punt,punt_def,pass,pass_def,run,run_def,qb_kneel,qb_kneel_def,special_teams,total_offense,total_defense,total
BAL,0.08957228627251951,-0.12036318782913058,-0.12023651180298703,-1.1424087020127396,1.1806066740059147,-1.3650658426499975,-0.1710959901297955,0.18153062084395635,7.6178063342629585,-0.4448709552360109,3.813964113955827,2.632499662342506,-0.1728444279808747,0.06988252071957839,-1.4674606533022596,11.431770448218785,2.187628707106495,12.15193850202302
PHI,-0.0027842797871146887,0.13760348994817054,-0.7827411864396362,0.31503528532172953,1.0614046263674806,-0.8241035850807314,-0.028241358307145883,-0.19960537552390067,3.20498643201288,3.295871417233277,2.8929763343983463,2.440656164767487,-0.17981920540332794,0.020025752839587983,-0.32343238350114834,6.097962766411227,5.736527582000764,11.511057964910842
DET,0.07461860610379113,-0.08623092673305008,0.4104713787428207,-0.020570139131612247,1.2666748062914444,-1.5692289306937406,-0.1580439798326956,0.9593725062596301,5.979344510369831,-0.0013678480043179458,2.2030961448727693,0.3866533004032034,-0.20146710094478396,0.0400505628850725,0.8770633210065879,8.182440655242601,0.38528545239888545,9.444789428648075
BUF,-0.04071033136919141,-0.09781746095046401,0.36968098443001507,0.26074402388185264,1.450678652478382,-1.6071198946330696,-0.8098571140132844,0.3496415633056313,5.929482466074988,-3.1184561546682383,3.3857538003008814,2.186113033122383,-0.14481808751821518,0.09350760959088802,-0.12475957687012845,9.31523626637587,-0.9323431215458555,8.258133567959886
MIN,0.08528781628443134,-0.10039723794907332,0.23452999049590695,0.7372502786521282,0.8160023593550755,-1.042118156142533,-0.27045810682078203,0.40311429201521803,2.3055788007487235,1.3274386197173351,-1.9334269664457275,3.136171570623345,-0.18706060333384408,0.11245894763204786,0.8632112358903717,0.3721518343029959,4.46361019034068,5.698973260534048
WAS,0.048814018946141,-0.03824198078364134,0.23393907671794295,0.2984170158579945,1.1371245932532474,-1.424391953293234,0.020258445704821493,0.03743805803358553,3.4866732986911666,-1.8740696599753572,3.0684488050756045,0.5361751205986366,-0.23616823725402356,0.11540352061390877,0.3133572744368576,6.555122103766771,-1.3378945393767205,5.5305848388269085
DEN,0.14646485232644613,-0.08697743047442702,0.5143224816355441,-0.2850910072732303,1.0999218385666607,-1.2123935717468461,0.07382777357836151,0.3803301978177236,0.690292483071486,2.676235953066498,0.20076625396807982,1.1664735208860495,-0.06762413175569641,0.0675939733783404,0.6304051344302326,0.8910587370395658,3.8427094739525476,5.364173345422346
TB,-0.049296163664095935,-0.13233047392633226,0.8981166902826065,0.4650719804689288,1.0478526597739095,-1.2704786828408638,-0.5234173420195778,0.6017993991573651,5.102407109856398,-3.238666339681691,1.0912505896762015,1.351289418272467,-0.16358201503753664,0.12060045335027907,1.0373180672319402,6.1936576995326,-1.887376921409224,5.343598845355316
LAC,-0.22831213803340994,-0.08303590307219161,0.9907680511267648,0.5875657223889398,0.9732201120402251,-1.291036053876289,-0.7793275272784134,0.3776317036607199,1.8606677066457147,2.6191986963540934,-1.5897599571345684,1.6602874092343778,-0.08219461561077171,0.18075802872578303,0.5474739669563453,0.27090774951114627,4.279486105588472,5.097867822055963
GB,0.14987046478523147,-0.007321269458366765,-0.3120422000686327,-0.3635655109460155,0.6904753874457028,-1.1653695435573657,-0.27349979686033393,-0.41117694220609136,2.500145597820584,0.9146303436615398,0.8515547142713331,1.4391334791887656,-0.1525567826297548,0.13982186184989082,-1.6926294108658715,3.351700312091917,2.3537638228503055,4.012834724076351
