team,extra_point,extra_point_def,field_goal,field_goal_def,kickoff,kickoff_def,punt,punt_def,pass,pass_def,run,run_def,qb_kneel,qb_kneel_def,special_teams,total_offense,total_defense,total
NE,0.05033104417247817,-0.04421948363688324,-0.0043185064125602635,-0.241461656221043,-0.10531178976417119,0.4493952084080269,0.38588108970103197,0.15791983848651406,12.166787881353589,2.2811370543092133,2.731715885969948,-0.9575514139637412,-0.11708038824099953,-0.016512478019998778,0.6482157447333934,14.898503767323536,1.3235856403454722,16.870305152402402
LAC,-0.03314420991719066,-0.02825703850912608,0.33526317387374716,0.896463182164123,-0.33650672125345765,0.2530049548613251,0.42312889932916964,0.41805243118332236,1.9629173701742204,4.855370087156196,-0.0330117009693521,1.0148528173110876,0.03750863673828669,-0.03784305714409862,1.9280046717319128,1.9299056692048684,5.870222904467283,9.728133245404065
GB,0.04270079831925868,-0.026735235101104458,0.5054199797027358,-0.31566480845920875,-0.14076147396015598,0.2226301302575189,0.24120651264564058,1.0056000761513075,5.302785898957551,0.7631397352518423,1.007090000642592,0.752749917874525,0.010151060875099325,-0.06798475948379683,1.5343959795559923,6.309875899600144,1.5158896531263673,9.360161532282502
IND,-0.08318971091400022,-0.02818390110387872,-0.5769844979635215,0.503204897738135,0.08352382642229352,-0.6651559510006178,-0.5018672002668784,0.4197566227994154,6.763648460077872,0.7462190109971809,1.9473603626717928,0.005306736357891976,-0.12754287909978082,0.052650612818686576,-0.8488959142890526,8.711008822749665,0.7515257473550729,8.613638655815686
DAL,0.042768987381901435,0.020982750370518773,0.089915107844514,0.39409002993284514,-0.30260746627909685,-0.2506067405929819,0.542705685086231,-0.43697271743129695,6.307060594881127,0.5620450273368814,1.8465937689459104,-0.24208734198833906,0.027478652999296888,0.10127312733855606,0.1002756363126347,8.153654363827037,0.3199576853485424,8.573887685488215
JAX,-0.13120885437184557,-0.022860100162594613,-0.028984546700685357,0.3598287896626573,-0.47003353558647554,0.34978641552931333,-0.2823608548151301,-0.5478651335778815,4.931200645693421,-0.7058665888879463,2.7287604277950637,-0.3766265794611259,-0.02081061405445048,-0.04432776382383033,-0.7736978200226421,7.659961073488485,-1.0824931683490722,5.803770085116771
NYG,-0.08301649380609251,-0.01376052964411625,-0.05546872204979314,0.29570396432841434,0.5537956115060818,-0.1767721006053761,-0.09940058375993124,0.12189106054102047,-0.34898197440994405,2.189299272606541,1.8599054669012145,1.2285131698859488,-0.04310097426091332,-0.03309610746391929,0.5429722065102074,1.5109234924912704,3.41781244249249,5.471708141493968
WAS,-0.034409575969440664,0.04629875460366494,-0.050962297468711226,0.6196028131828165,0.4932519555146444,0.3082386769771035,-0.11613757901435928,0.08237653446467455,2.0522538488553392,4.4199653341000245,-3.1898208263833765,0.44919858387567596,0.030930410227005836,-0.018074512504303253,1.3482592822903927,-1.1375669775280373,4.8691639179757,5.079856222738056
PIT,0.03140632501554845,0.08441361610591903,0.26683539689157565,0.10966697365670784,-0.2576004398864183,-0.5340383856405746,0.7292977584926705,-0.6656430903553352,2.672571265023428,2.395949707227151,-0.06764345490764612,0.2562309113235822,0.028172477023401643,0.06985769561594539,-0.23566184571990656,2.604927810115782,2.6521806185507333,5.021446582946608
PHI,0.02495482577275417,0.07127865138209225,-0.4692194182352629,0.5403166967757244,-0.22981812618694272,-0.024736613770944174,-0.6976991746085589,-0.3407027130887996,0.21705833811905167,1.7427412158420887,3.3563365284455235,0.819859830322816,-0.15354040347414882,-0.048262704384914805,-1.1256258719599375,3.573394866564575,2.5626010461649047,5.010370040769542
