team,extra_point,extra_point_def,field_goal,field_goal_def,kickoff,kickoff_def,punt,punt_def,pass,pass_def,run,run_def,qb_kneel,qb_kneel_def,special_teams,total_offense,total_defense,total
BAL,0.04827642936026801,-0.10511789812886527,0.08429005856935352,-0.7412254432097685,0.04342899894911468,-0.11125647918137953,0.211666002160777,0.03507798972154119,6.765972546756342,-0.19918012533043614,4.785874495947849,2.226951638801589,-0.027975897710044266,-0.03703029918751468,-0.5348603417589588,11.55184704270419,2.027771513471153,13.044758214416385
PHI,-0.030697775848645352,0.18836331436918843,-0.8612117473214498,0.6166342591152616,-0.060983609921145175,0.37926133618963287,0.26992837387229607,-0.4611174752496521,1.3690653493193476,4.332989851432599,2.7048601490043147,2.554613597089287,-0.051973888522978025,-0.1061280612475903,0.04017667520548662,4.073925498323662,6.887603448521886,11.001705622051034
DET,0.034465061455357854,-0.023479946572458894,0.09343630025934432,0.17284964102245437,0.02230280678307233,-0.5612825755471373,0.032844733937283016,0.5455082967918435,5.599872775817362,1.2567724786260255,2.76895777873022,-0.042561539401205155,-0.1061563079654985,-0.08685018636210064,0.31664431812975924,8.368830554547582,1.2142109392248204,9.899685811902161
BUF,-0.05604836097689767,-0.06187571890146577,-0.13002893592801795,0.31785829882411665,0.34727004673158096,-0.49223796226029126,-0.47114527755331564,0.04090311449029926,4.899364877043515,-1.5892679928594489,3.792200780036624,1.8858952037578398,-0.07598898373699106,-0.0011447128522297455,-0.5053047955739914,8.69156565708014,0.29662721089839095,8.48288807240454
WAS,0.012203415137308294,0.002205328200190748,0.21456597595678276,0.5511990808495811,0.11661727975357143,-0.23758692148751778,0.39923111647145676,-0.3333057426824525,2.4875686690787524,-1.4939975074638856,3.1619754995393707,0.5521516100099172,-0.13803280096385961,0.016090694322059923,0.7251295321989207,5.649544168618123,-0.9418458974539684,5.432827803363074
MIN,0.07300189483749926,-0.04601826686598746,-0.25678370133916123,0.7306461276359926,-0.41439875153336114,-0.04766234052351883,-0.010385907676477353,-0.026563913124793528,1.8504396282528117,2.3789837673161807,-1.9322772080185193,2.874140659828142,-0.11407884166701934,0.0025279696459129947,0.0018351414101923126,-0.0818375797657076,5.253124427144323,5.173121988788808
TB,-0.09006827615124985,-0.0918816252670767,0.7754183901731374,0.67834923165841,0.002423885532503278,-0.13044456690334277,-0.09898284331345339,0.19582888702851645,3.892630336922239,-2.149287120362489,0.5595665992577186,1.62022635587486,-0.05507873661509798,0.014179367792586078,1.2406430827574446,4.452196936179957,-0.5290607644876291,5.163779254449773
KC,-0.0006051787535354278,0.18043575953984842,0.10562244999217921,0.3796035237547612,0.0026440318534139582,-0.13077517450114567,0.28573107199982156,0.15054645620423696,2.2141701768159754,-0.7266629514086687,1.531612063789879,0.9440205739427237,-0.09181747958694551,-0.08132027608457497,0.9732029400895803,3.7457822406058545,0.217357622534055,4.93634280322949
GB,0.13085757296331121,0.04103710763688219,-0.5662210903380154,-0.25459341960078685,-0.479057922182142,-0.1793530511211624,-0.006908861030930507,-0.8093010896641742,2.714262982604625,2.008778708065308,1.3877437456928357,0.9384416244546689,-0.08733794814395254,0.029618522664970504,-2.123540753337018,4.102006728297461,2.947220332519977,4.9256863074804205
DEN,0.10511460091436634,-0.09418251546882549,0.49408023920082983,-0.04026738459000566,-0.013174947254177036,-0.055764244396923006,0.6353126595663521,-0.012179394572953466,-0.7407340960876067,3.339480727091667,0.6964240328774247,0.5835766489415058,0.061335543705983674,-0.019714189018342574,1.0189390133986638,-0.04431006321018194,3.9230573760331726,4.897686326221654
